food_item,fat_g,satfat_g,carbs_g,protein_g,fiber_g,energy_kcal_calculated,cluster,subcluster,supercluster
"Beef, New Zealand, imported, brisket point end, separable lean only, cooked, braised",7.05,2.22,0.0,34.51,0.0,201.5,4,0,4-0
"Beef, New Zealand, imported, brisket point end, separable lean only, raw",4.62,1.648,0.0,20.92,0.0,125.3,4,0,4-0
"Beef, New Zealand, imported, chuck eye roll, separable lean only, raw",5.41,1.756,0.0,20.46,0.0,130.5,4,0,4-0
"Beef, New Zealand, imported, chuck eye roll, separable lean only, cooked, braised",8.89,2.894,0.0,32.08,0.0,208.3,4,0,4-0
"Beef, New Zealand, imported, flank, separable lean only, cooked, braised",7.92,2.862,0.0,30.75,0.0,194.3,4,0,4-0
"Beef, New Zealand, imported, flank, separable lean only, raw",6.67,2.299,0.0,20.53,0.0,142.2,4,0,4-0
"Beef, New Zealand, imported, flat, separable lean only, cooked, braised",10.3,3.117,0.0,33.22,0.0,225.6,4,0,4-0
"Beef, New Zealand, imported, flat, separable lean only, raw",7.69,2.525,0.0,21.3,0.0,154.4,4,0,4-0
"Beef, New Zealand, imported, variety meats and by-products, heart, cooked, boiled",6.0,1.825,0.0,31.29,0.0,179.2,4,0,4-0
"Beef, New Zealand, imported, intermuscular fat, cooked",57.22,25.25,3.39,7.9,0.0,560.1,2,0,2-0
"Beef, New Zealand, imported, intermuscular fat, raw",63.78,28.5,0.01,6.97,0.0,601.9,3,0,3-0
"Beef, New Zealand, imported, variety meats and by-products, kidney, cooked, boiled",5.27,1.173,0.0,27.28,0.0,156.6,4,0,4-0
"Beef, New Zealand, imported, knuckle, cooked, fast fried",7.58,2.299,0.0,27.51,0.0,178.3,4,0,4-0
"Beef, New Zealand, imported, manufacturing beef, raw",3.68,1.65,0.23,21.23,0.0,119.0,4,0,4-0
"Beef, New Zealand, imported, oyster blade, separable lean only, cooked, braised",8.46,2.925,0.0,29.87,0.0,195.6,4,0,4-0
"Beef, New Zealand, imported, oyster blade, separable lean only, raw",7.56,2.589,0.0,21.83,0.0,155.4,4,0,4-0
"Beef, New Zealand, imported, ribs prepared, cooked, fast roasted",9.74,3.585,0.09,27.23,0.0,196.9,4,0,4-0
"Beef, New Zealand, imported, subcutaneous fat, cooked",78.3,30.256,0.0,6.5,0.0,730.7,3,0,3-0
"Beef, New Zealand, imported, subcutaneous fat, raw",72.38,31.514,0.0,8.5,0.0,685.4,3,0,3-0
"Beef, New Zealand, imported, sweetbread, cooked, boiled",29.79,12.473,0.0,12.53,0.0,318.2,2,0,2-0
"Beef, New Zealand, imported, sweetbread, raw",28.6,12.294,0.0,11.51,0.0,303.4,2,0,2-0
"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",9.01,3.596,0.27,29.37,0.0,199.6,4,0,4-0
"Beef, New Zealand, imported, variety meats and by-products, tripe cooked, boiled",2.98,0.922,0.0,19.0,0.0,102.8,4,0,4-0
"Beef, New Zealand, imported, variety meats and by-products, tripe uncooked, raw",1.98,1.02,0.0,14.86,0.0,77.3,4,0,4-0
"Beef, New Zealand, imported, bolar blade, separable lean and fat, cooked, fast roasted",11.37,4.117,0.0,31.3,0.0,227.5,4,0,4-0
"Beef, New Zealand, imported, bolar blade, separable lean and fat, raw",8.22,3.017,0.0,21.29,0.0,159.1,4,0,4-0
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, cooked, braised",14.74,5.199,0.0,29.92,0.0,252.3,4,0,4-0
"Beef, New Zealand, imported, chuck eye roll, separable lean and fat, raw",11.45,4.437,0.0,19.38,0.0,180.6,4,0,4-0
"Beef, New Zealand, imported, cube roll, separable lean and fat, cooked, fast roasted",19.45,7.012,0.03,27.79,0.0,286.3,4,0,4-0
"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",16.31,6.734,1.26,18.22,0.0,224.7,4,0,4-0
"Beef, New Zealand, imported, flat, separable lean and fat, raw",10.55,3.847,0.0,20.57,0.0,177.2,4,0,4-0
"Beef, New Zealand, imported, hind shin, separable lean and fat, cooked, braised",8.5,2.948,0.07,29.82,0.0,196.1,4,0,4-0
"Beef, New Zealand, imported, hind shin, separable lean and fat, raw",7.2,2.711,0.0,20.61,0.0,147.2,4,0,4-0
"Beef, New Zealand, imported, oyster blade, separable lean and fat, cooked, braised",8.68,3.013,0.0,29.79,0.0,197.3,4,0,4-0
"Beef, New Zealand, imported, striploin, separable lean and fat, raw",19.53,8.064,0.6,18.49,0.0,252.1,4,0,4-0
"Beef, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",9.35,3.729,0.27,29.26,0.0,202.3,4,0,4-0
"Beef, New Zealand, imported, tenderloin, separable lean and fat, raw",6.88,2.788,0.0,21.04,0.0,146.1,4,0,4-0
"Beef, ground, 93% lean meat / 7% fat, raw",7.0,2.878,0.0,20.85,0.0,146.4,4,0,4-0
"Beef, ground, 97% lean meat / 3% fat, raw",3.0,1.48,0.0,21.98,0.0,114.9,4,0,4-0
"Beef, ground, 97% lean meat / 3% fat, patty, cooked, broiled",4.46,2.207,0.0,26.36,0.0,145.6,4,0,4-0
"Beef, ground, 97% lean meat /3% fat, patty, cooked, pan-broiled",3.65,1.797,0.0,26.03,0.0,137.0,4,0,4-0
"Beef, ground, 97% lean meat / 3% fat, loaf, cooked, baked",4.06,2.011,0.0,27.58,0.0,146.9,4,0,4-0
"Beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",9.02,3.109,0.0,34.22,0.0,218.1,4,0,4-0
"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",6.43,2.378,0.0,22.78,0.0,149.0,4,0,4-0
"Beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",9.1,3.465,0.0,29.01,0.0,197.9,4,0,4-0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",6.72,2.56,0.0,29.51,0.0,178.5,4,0,4-0
"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",8.45,3.217,0.0,29.16,0.0,192.7,4,0,4-0
"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",2.62,0.898,0.0,22.31,0.0,112.8,4,0,4-0
"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, raw",3.37,1.154,0.0,23.13,0.0,122.8,4,0,4-0
"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",3.66,1.253,0.0,22.18,0.0,121.7,4,0,4-0
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",7.63,2.907,0.0,29.58,0.0,187.0,4,0,4-0
"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, raw",4.21,1.5,0.0,21.34,0.0,123.2,4,0,4-0
"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, raw",3.95,1.376,0.0,21.07,0.0,119.8,4,0,4-0
"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, raw",4.55,1.556,0.0,20.76,0.0,124.0,4,0,4-0
"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, raw",3.35,1.147,0.0,21.38,0.0,115.7,4,0,4-0
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",22.15,8.939,0.12,18.12,0.0,272.3,4,0,4-0
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, select, raw",22.21,8.963,0.0,17.77,0.0,271.0,4,0,4-0
"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",19.47,8.219,0.0,28.66,0.0,289.9,4,0,4-0
"Formulated Bar, SOUTH BEACH protein bar",15.17,3.384,38.4,30.34,7.3,411.5,2,0,2-0
"Beverages, ABBOTT, EAS whey protein powder",5.13,2.564,17.95,66.67,0.0,384.6,4,0,4-0
"Beverages, Whey protein powder isolate",1.16,0.581,29.07,58.14,0.0,359.3,4,0,4-0
"Beverages, Protein powder whey based",1.56,0.781,6.25,78.13,3.1,351.6,4,0,4-0
"Beverages, Protein powder soy based",5.56,1.111,28.89,55.56,6.7,387.8,4,0,4-0
"Fast foods, biscuit, with egg and bacon",20.73,5.3,19.06,11.33,0.5,308.1,2,0,2-0
"Fast foods, biscuit, with egg and ham",14.08,3.08,16.37,10.64,0.4,234.8,4,0,4-0
"Fast foods, biscuit, with crispy chicken fillet",14.93,5.712,30.56,11.93,1.4,304.3,2,0,2-0
"Fast foods, croissant, with egg, cheese, and bacon",16.4,7.031,22.5,12.92,1.0,289.3,2,0,2-0
"Fast foods, croissant, with egg, cheese, and ham",14.95,5.161,18.98,12.45,0.9,260.3,4,0,4-0
"Fast foods, croissant, with egg, cheese, and sausage",21.78,8.342,15.9,12.09,1.8,308.0,2,0,2-0
"Fast foods, egg, scrambled",16.18,6.153,2.08,13.84,0.0,209.3,4,0,4-0
"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust",14.21,5.271,30.49,11.97,1.8,297.7,2,0,2-0
"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust",15.66,6.202,26.26,12.29,2.3,295.1,2,0,2-0
"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust",16.99,7.327,22.85,16.23,1.6,309.2,2,0,2-0
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",13.95,6.224,31.2,12.85,2.5,301.8,2,0,2-0
"McDONALD'S, Sausage McMUFFIN",21.06,7.253,24.52,12.66,1.4,338.3,2,0,2-0
"BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese",21.78,8.342,15.9,12.09,1.8,308.0,2,0,2-0
"BURGER KING, CROISSAN'WICH with Sausage and Cheese",25.45,8.595,23.0,13.73,0.7,376.0,2,0,2-0
"Fast foods, cheeseburger; double, regular patty; with condiments",16.18,6.96,17.97,16.24,0.9,282.5,2,0,2-0
"Fast foods, cheeseburger; double, large patty; with condiments",16.22,6.473,14.43,16.96,1.0,271.5,4,0,4-0
"Fast foods, chicken tenders",13.95,2.493,17.25,19.22,1.2,271.4,4,0,4-0
"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",16.97,6.396,22.64,12.98,0.2,295.2,2,0,2-0
"Fast foods, bagel, with breakfast steak, egg, cheese, and condiments",14.07,5.419,22.99,15.95,0.2,282.4,4,0,4-0
"Chicken tenders, breaded, frozen, prepared",13.58,2.437,14.86,14.62,1.7,240.1,4,0,4-0
"Beef, shoulder pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",4.97,2.033,0.0,21.39,0.0,130.3,4,0,4-0
"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",14.06,5.981,0.0,20.49,0.0,208.5,4,0,4-0
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",20.36,8.356,0.0,24.6,0.0,281.6,4,0,4-0
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",14.19,6.211,0.0,20.28,0.0,208.8,4,0,4-0
"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",19.22,7.806,0.0,25.18,0.0,273.7,4,0,4-0
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",4.66,1.755,0.0,21.41,0.0,127.6,4,0,4-0
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",7.68,2.737,0.0,26.07,0.0,173.4,4,0,4-0
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, raw",5.79,1.988,0.0,20.93,0.0,135.8,4,0,4-0
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, raw",6.12,2.083,0.0,20.39,0.0,136.6,4,0,4-0
"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",8.11,3.031,0.0,26.07,0.0,177.3,4,0,4-0
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, raw",9.22,3.464,0.0,19.38,0.0,160.5,4,0,4-0
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",11.52,4.423,0.0,25.29,0.0,204.8,4,0,4-0
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, raw",6.85,2.3,0.0,20.74,0.0,144.6,4,0,4-0
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",8.13,2.759,0.0,26.88,0.0,180.7,4,0,4-0
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, select, raw",5.21,1.89,0.0,20.98,0.0,130.8,4,0,4-0
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",5.17,1.716,0.0,28.01,0.0,158.6,4,0,4-0
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, raw",6.22,2.088,0.0,20.54,0.0,138.1,4,0,4-0
"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",7.2,2.833,0.0,26.22,0.0,169.7,4,0,4-0
"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",4.0,1.578,0.0,21.69,0.0,122.8,4,0,4-0
"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",12.79,5.095,0.0,24.93,0.0,214.8,4,0,4-0
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",5.89,2.163,0.0,20.93,0.0,136.7,4,0,4-0
"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",6.78,2.527,0.0,27.12,0.0,169.5,4,0,4-0
"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw",5.53,2.0,0.0,21.59,0.0,136.1,4,0,4-0
"Beef, rib eye roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",9.68,3.556,0.0,28.72,0.0,202.0,4,0,4-0
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",12.69,4.315,0.0,29.99,0.0,234.2,4,0,4-0
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",8.82,3.233,0.0,21.17,0.0,164.1,4,0,4-0
"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",13.72,4.76,0.0,29.56,0.0,241.7,4,0,4-0
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, all grades, raw",14.53,5.618,0.19,18.74,0.0,206.5,4,0,4-0
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",20.28,7.035,0.0,27.03,0.0,290.6,4,0,4-0
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, choice, raw",15.26,5.798,0.17,18.47,0.0,211.9,4,0,4-0
"Beef, plate steak, boneless, outside skirt, separable lean only, trimmed to 0"" fat, select, cooked, grilled",17.1,6.132,0.0,28.65,0.0,268.5,4,0,4-0
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",8.5,3.057,0.0,21.44,0.0,162.3,4,0,4-0
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",8.31,3.534,0.0,29.18,0.0,191.5,4,0,4-0
"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",5.78,2.313,0.0,22.46,0.0,141.9,4,0,4-0
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, cooked, braised",20.57,8.103,0.0,28.36,0.0,298.6,4,0,4-0
"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",15.73,5.92,0.2,19.71,0.0,221.2,4,0,4-0
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",24.7,10.566,0.0,22.71,0.0,313.1,2,0,2-0
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",23.47,10.723,0.0,23.19,0.0,304.0,2,0,2-0
"Beef, rib eye steak, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",24.2,10.629,0.0,22.9,0.0,309.4,2,0,2-0
"Beef, rib eye roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",23.61,10.097,0.0,23.53,0.0,306.6,2,0,2-0
"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",19.34,8.844,0.0,18.44,0.0,247.8,4,0,4-0
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",23.52,10.307,0.0,22.92,0.0,303.4,2,0,2-0
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",19.25,8.749,0.0,24.83,0.0,272.6,4,0,4-0
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",21.81,9.684,0.0,23.69,0.0,291.0,4,0,4-0
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",19.95,8.741,0.0,18.39,0.0,253.1,4,0,4-0
"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",16.9,7.515,0.0,19.55,0.0,230.3,4,0,4-0
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",14.2,5.057,0.0,29.36,0.0,245.2,4,0,4-0
"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",15.3,5.554,0.0,28.9,0.0,253.3,4,0,4-0
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",20.47,7.405,0.0,27.06,0.0,292.5,4,0,4-0
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",21.62,7.733,0.0,26.46,0.0,300.4,4,0,4-0
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",18.75,6.911,0.0,27.95,0.0,280.6,4,0,4-0
"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw",17.59,7.138,0.35,17.98,0.0,231.6,4,0,4-0
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",15.9,7.226,0.0,26.29,0.0,248.3,4,0,4-0
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",16.71,7.363,0.12,19.26,0.0,227.9,4,0,4-0
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, raw",18.43,8.074,0.2,18.69,0.0,241.4,4,0,4-0
"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",14.14,6.29,0.0,20.12,0.0,207.7,4,0,4-0
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",29.89,13.296,0.9,15.75,0.0,335.6,2,0,2-0
"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",26.23,11.663,0.6,16.75,0.0,305.5,2,0,2-0
"Beef, loin, top sirloin petite roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",6.37,1.994,0.0,28.97,0.0,173.2,4,0,4-0
"Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",4.4,1.392,0.0,23.03,0.0,131.7,4,0,4-0
"Beef, loin, top sirloin cap steak, boneless, separable lean only, trimmed to 1/8"" fat, select, raw",4.68,1.568,0.0,21.44,0.0,127.9,4,0,4-0
"Butter, salted",81.11,51.368,0.06,0.85,0.0,733.6,3,0,3-0
"Butter, whipped, with salt",78.3,45.39,0.0,0.49,0.0,706.7,3,0,3-0
"Butter oil, anhydrous",99.48,61.924,0.0,0.28,0.0,896.4,3,0,3-0
"Cheese, caraway",29.2,18.584,3.06,25.18,0.0,375.8,2,0,2-0
"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",33.31,18.867,3.37,22.87,0.0,404.8,2,0,2-0
"Cheese, cheshire",30.6,19.475,4.78,23.37,0.0,388.0,2,0,2-0
"Cheese, colby",32.11,20.218,2.57,23.76,0.0,394.3,2,0,2-0
"Cheese, cream",34.44,20.213,5.52,6.15,0.0,356.6,2,0,2-0
"Cheese, edam",28.57,18.67,1.43,24.99,0.0,362.8,2,0,2-0
"Cheese, feta",21.49,13.3,3.88,14.21,0.0,265.8,2,0,2-0
"Egg, yolk, raw, frozen, pasteurized",25.6,8.615,0.81,15.53,0.0,295.8,2,0,2-0
"Egg, yolk, raw, frozen, sugared, pasteurized",22.82,7.11,10.95,13.87,0.0,304.7,2,0,2-0
"Egg, whole, cooked, fried",14.84,4.323,0.83,13.61,0.0,191.3,4,0,4-0
"Egg, whole, cooked, hard-boiled",10.61,3.267,1.12,12.58,0.0,150.3,4,0,4-0
"Egg, whole, dried, stabilized, glucose reduced",43.95,13.198,2.38,48.17,0.0,597.8,2,0,2-0
"Egg, white, dried, flakes, stabilized, glucose reduced",0.04,0.0,4.17,76.92,0.0,324.7,4,0,4-0
"Egg, white, dried, powder, stabilized, glucose reduced",0.04,0.0,4.47,82.4,0.0,347.8,4,0,4-0
"Egg, yolk, dried",59.13,20.334,0.66,33.63,0.0,669.3,2,0,2-0
"Egg substitute, powder",13.0,3.766,21.8,55.5,0.0,426.2,4,0,4-0
"Butter, without salt",81.11,50.489,0.06,0.85,0.0,733.6,3,0,3-0
"Cheese, parmesan, shredded",27.34,17.37,3.41,37.86,0.0,411.1,2,0,2-0
"Cheese, goat, semisoft type",29.84,20.639,0.12,21.58,0.0,355.4,2,0,2-0
"Cheese, goat, soft type",21.08,14.575,0.0,18.52,0.0,263.8,4,0,4-0
"Egg, yolk, raw, frozen, salted, pasteurized",22.93,7.159,1.77,14.07,0.0,269.7,2,0,2-0
"Cheese, mexican, queso asadero",25.0,14.85,4.13,22.6,0.0,331.9,2,0,2-0
"Cheese, mexican, queso chihuahua",29.68,18.843,5.56,21.56,0.0,375.6,2,0,2-0
"Cheese, low fat, cheddar or colby",7.0,4.342,1.91,24.35,0.0,168.0,4,0,4-0
"Cheese, low-sodium, cheddar or colby",32.62,20.768,1.91,24.35,0.0,398.6,2,0,2-0
KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,9.5,6.4,16.2,16.3,0.2,215.5,4,0,4-0
KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product,1.0,0.7,11.7,22.7,0.2,146.6,4,0,4-0
KRAFT VELVEETA Pasteurized Process Cheese Spread,22.0,14.4,9.8,16.3,0.0,302.4,2,0,2-0
KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product,10.6,7.1,11.8,19.6,0.0,221.0,4,0,4-0
"Cheese, parmesan, dry grated, reduced fat",20.0,13.317,1.37,20.0,0.0,265.5,4,0,4-0
"Milk, dry, whole, without added vitamin D",26.71,16.742,38.42,26.32,0.0,499.4,2,0,2-0
"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",14.1,8.85,10.6,17.6,0.0,239.7,4,0,4-0
"Protein supplement, milk based, Muscle Milk, powder",17.14,1.553,18.5,45.71,7.1,411.1,2,0,2-0
"Protein supplement, milk based, Muscle Milk Light, powder",12.0,1.087,22.0,50.0,2.0,396.0,4,0,4-0
"Ice cream, bar or stick, chocolate covered",24.1,13.202,24.5,4.1,0.8,331.3,2,0,2-0
"Babyfood, meat, lamb, strained",3.41,1.65,0.85,14.07,0.0,90.4,4,0,4-0
"Babyfood, meat, lamb, junior",5.2,2.56,0.0,15.2,0.0,107.6,4,0,4-0
"Babyfood, meat, chicken, strained",7.9,2.03,0.1,13.7,0.0,126.3,4,0,4-0
"Babyfood, meat, turkey sticks, junior",14.2,4.143,1.4,13.7,0.2,188.2,4,0,4-0
"Babyfood, meat, meat sticks, junior",14.6,5.82,1.1,13.4,0.2,189.4,4,0,4-0
